#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
9514.44 4.91e-12 4.11e-04 9.71e-01 2.88e-02 5.03e-11 
10095.62 1.06e-10 3.20e-03 9.95e-01 1.50e-03 2.55e-14 
10712.30 4.85e-09 4.02e-02 9.60e-01 7.27e-05 1.15e-18 
11366.65 2.49e-07 4.55e-01 5.45e-01 4.83e-08 6.05e-25 
12061.10 3.35e-06 9.67e-01 3.28e-02 6.65e-12 1.03e-26 
12793.43 3.00e-05 1.00e+00 3.12e-04 7.60e-17 4.40e-28 
13528.61 3.38e-04 1.00e+00 2.78e-06 4.25e-22 1.07e-28 
14194.74 2.76e-03 9.97e-01 4.47e-08 1.05e-26 2.66e-29 
14757.77 1.26e-02 9.87e-01 2.08e-09 1.09e-29 2.15e-29 
15240.48 5.59e-02 9.44e-01 1.28e-10 1.65e-30 8.92e-30 
15646.99 1.71e-01 8.29e-01 8.86e-12 3.88e-31 2.66e-30 
15960.30 5.79e-01 4.21e-01 2.79e-13 4.92e-32 4.55e-31 
16187.41 8.08e-01 1.92e-01 1.45e-14 1.76e-32 3.91e-31 
16354.17 9.31e-01 6.93e-02 7.79e-16 7.64e-33 1.76e-31 
16484.18 9.56e-01 4.38e-02 1.83e-16 7.04e-33 1.65e-31 
16593.12 9.71e-01 2.95e-02 5.16e-17 8.01e-33 1.43e-31 
16691.99 9.82e-01 1.77e-02 9.45e-18 3.65e-33 5.35e-32 
16788.59 9.87e-01 1.26e-02 3.41e-18 3.14e-33 7.22e-32 
16888.37 9.91e-01 9.28e-03 1.40e-18 1.18e-32 5.64e-31 
16998.79 9.94e-01 5.91e-03 3.44e-19 3.21e-33 2.26e-31 
17146.37 9.97e-01 3.24e-03 5.12e-20 3.72e-33 4.35e-31 
17415.23 9.99e-01 1.20e-03 2.45e-21 2.46e-33 2.58e-31 
17888.12 1.00e+00 2.69e-04 3.05e-23 2.78e-33 6.65e-31 
18532.37 1.00e+00 4.13e-05 8.33e-25 4.99e-34 7.93e-32 
19260.76 1.00e+00 5.85e-06 5.96e-25 1.13e-34 2.11e-32 
20034.10 1.00e+00 1.22e-06 3.72e-25 1.84e-35 1.84e-35 
20838.00 1.00e+00 2.19e-07 1.02e-25 5.77e-36 8.33e-34 
21647.97 1.00e+00 6.21e-08 6.18e-26 1.62e-36 1.43e-33 
22447.94 1.00e+00 2.59e-08 5.66e-26 6.47e-37 6.47e-37 
23245.88 1.00e+00 5.77e-09 2.00e-26 3.57e-37 3.57e-37 
24052.47 1.00e+00 2.68e-09 3.90e-26 2.39e-37 2.39e-37 
24867.72 1.00e+00 8.13e-10 3.62e-26 1.88e-37 1.88e-37 
25698.86 1.00e+00 2.35e-10 3.43e-26 1.75e-37 1.75e-37 
26587.16 1.00e+00 6.58e-11 5.23e-26 1.92e-37 1.92e-37 
27637.54 1.00e+00 1.48e-11 8.60e-26 2.59e-37 2.59e-37 
28986.97 1.00e+00 2.18e-12 1.65e-25 4.68e-37 4.68e-37 
#TIME: 7.49 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 1.75e-14 1.92e-06 1.22e-01 8.78e-01 5.35e-05 
999.11 3.78e-15 4.82e-07 5.48e-02 9.45e-01 1.76e-04 
1267.34 1.45e-15 1.98e-07 3.25e-02 9.67e-01 3.90e-04 
1514.05 6.86e-16 9.81e-08 2.13e-02 9.78e-01 7.79e-04 
1808.80 3.18e-16 5.02e-08 1.45e-02 9.84e-01 1.33e-03 
1919.29 1.82e-16 3.04e-08 1.09e-02 9.87e-01 2.04e-03 
2160.92 9.53e-17 1.76e-08 8.12e-03 9.89e-01 3.08e-03 
2292.92 5.87e-17 1.17e-08 6.41e-03 9.89e-01 4.27e-03 
2432.98 3.62e-17 7.90e-09 5.15e-03 9.89e-01 5.78e-03 
2581.60 2.56e-17 6.04e-09 4.44e-03 9.88e-01 7.11e-03 
2739.29 2.06e-17 5.08e-09 4.06e-03 9.88e-01 7.98e-03 
2906.62 1.78e-17 4.63e-09 3.86e-03 9.88e-01 8.50e-03 
3084.17 1.37e-17 3.91e-09 3.52e-03 9.87e-01 9.55e-03 
3272.56 1.17e-17 3.66e-09 3.42e-03 9.87e-01 9.50e-03 
3472.46 1.08e-17 3.73e-09 3.51e-03 9.88e-01 8.73e-03 
3684.57 9.43e-18 3.73e-09 3.61e-03 9.88e-01 7.97e-03 
3909.64 9.21e-18 4.00e-09 3.74e-03 9.89e-01 6.99e-03 
4148.46 1.09e-17 4.98e-09 4.34e-03 9.90e-01 5.22e-03 
4401.86 1.72e-17 7.53e-09 5.53e-03 9.91e-01 3.69e-03 
4670.75 2.68e-17 1.13e-08 7.01e-03 9.90e-01 2.57e-03 
4956.05 3.30e-17 1.50e-08 8.54e-03 9.90e-01 1.76e-03 
5258.79 3.48e-17 1.75e-08 9.61e-03 9.89e-01 1.37e-03 
5580.02 5.38e-17 2.73e-08 1.26e-02 9.87e-01 8.49e-04 
5920.87 8.46e-17 4.35e-08 1.69e-02 9.83e-01 5.12e-04 
6282.54 1.59e-16 7.98e-08 2.43e-02 9.75e-01 2.71e-04 
6666.30 3.47e-16 1.65e-07 3.73e-02 9.63e-01 1.28e-04 
7073.50 1.06e-15 4.52e-07 6.79e-02 9.32e-01 4.67e-05 
7505.58 3.73e-15 1.43e-06 1.34e-01 8.66e-01 1.23e-05 
7964.05 1.93e-14 6.02e-06 2.92e-01 7.08e-01 2.11e-06 
8450.53 1.31e-13 2.93e-05 6.00e-01 4.00e-01 1.31e-07 
8966.72 7.56e-13 1.11e-04 8.59e-01 1.41e-01 4.25e-09 
9514.44 6.70e-12 5.14e-04 9.79e-01 2.10e-02 4.51e-10 
10095.62 1.54e-10 4.16e-03 9.95e-01 9.83e-04 8.06e-15 
10712.30 6.80e-09 5.07e-02 9.49e-01 1.14e-05 7.83e-20 
11366.65 3.07e-07 4.98e-01 5.02e-01 1.87e-08 1.60e-25 
12061.10 3.88e-06 9.76e-01 2.45e-02 2.93e-12 1.12e-26 
12793.43 3.51e-05 9.99e-01 1.36e-03 1.87e-16 5.45e-27 
13528.61 3.96e-04 1.00e+00 1.99e-06 1.81e-22 1.07e-28 
14194.74 3.02e-03 9.97e-01 3.54e-08 5.45e-27 3.11e-29 
14757.77 1.40e-02 9.86e-01 1.66e-09 9.09e-30 2.17e-29 
15240.48 5.68e-02 9.43e-01 1.06e-10 1.73e-30 8.88e-30 
15646.99 2.07e-01 7.93e-01 5.87e-12 2.47e-31 1.42e-30 
15960.30 5.71e-01 4.29e-01 1.97e-13 2.98e-32 3.15e-31 
16187.41 8.33e-01 1.67e-01 1.12e-14 1.44e-32 2.03e-31 
16354.17 9.30e-01 6.97e-02 8.10e-16 1.43e-32 3.49e-31 
16484.18 9.59e-01 4.13e-02 1.39e-16 5.00e-33 1.37e-31 
16593.12 9.74e-01 2.59e-02 3.42e-17 4.66e-33 1.07e-31 
16691.99 9.81e-01 1.90e-02 1.21e-17 1.04e-32 6.94e-31 
16788.59 9.86e-01 1.43e-02 4.69e-18 8.07e-33 6.79e-31 
16888.37 9.91e-01 9.27e-03 1.29e-18 4.14e-33 9.90e-32 
16998.79 9.94e-01 6.12e-03 3.19e-19 4.04e-33 3.61e-31 
17146.37 9.97e-01 3.50e-03 6.65e-20 2.83e-33 2.19e-31 
17415.23 9.99e-01 1.37e-03 3.73e-21 4.95e-33 5.23e-31 
17888.12 1.00e+00 2.87e-04 3.07e-23 2.17e-33 1.80e-31 
18532.37 1.00e+00 4.24e-05 9.64e-25 8.13e-34 1.87e-31 
19260.76 1.00e+00 6.14e-06 6.68e-25 5.76e-35 2.20e-32 
20034.10 1.00e+00 1.08e-06 3.18e-25 1.96e-35 1.18e-32 
20838.00 1.00e+00 2.87e-07 2.42e-25 6.14e-36 1.98e-33 
21647.97 1.00e+00 7.49e-08 9.10e-26 1.72e-36 1.72e-36 
22447.94 1.00e+00 2.30e-08 3.88e-26 6.88e-37 6.88e-37 
23245.88 1.00e+00 7.83e-09 4.67e-26 3.80e-37 3.80e-37 
24052.47 1.00e+00 2.78e-09 3.20e-26 2.54e-37 2.54e-37 
24867.72 1.00e+00 9.28e-10 3.46e-26 2.00e-37 2.00e-37 
25698.86 1.00e+00 2.07e-10 1.89e-26 1.28e-36 2.95e-34 
26587.16 1.00e+00 8.79e-11 5.99e-26 2.04e-37 2.04e-37 
27637.54 1.00e+00 2.12e-11 1.10e-25 2.76e-37 2.76e-37 
28986.97 1.00e+00 1.82e-12 8.47e-26 4.98e-37 4.98e-37 
#TIME: 7.64 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 1.73e-14 1.95e-06 1.24e-01 8.76e-01 4.27e-05 
999.11 4.11e-15 5.43e-07 5.90e-02 9.41e-01 1.49e-04 
1267.34 1.62e-15 2.32e-07 3.62e-02 9.63e-01 3.16e-04 
1514.05 7.91e-16 1.16e-07 2.39e-02 9.76e-01 6.19e-04 
1808.80 3.78e-16 6.14e-08 1.66e-02 9.82e-01 1.04e-03 
1919.29 2.06e-16 3.58e-08 1.22e-02 9.86e-01 1.65e-03 
2160.92 1.09e-16 2.08e-08 8.95e-03 9.88e-01 2.57e-03 
2292.92 7.17e-17 1.47e-08 7.38e-03 9.89e-01 3.34e-03 
2432.98 4.28e-17 9.66e-09 5.82e-03 9.90e-01 4.64e-03 
2581.60 3.17e-17 7.63e-09 5.11e-03 9.89e-01 5.62e-03 
2739.29 2.44e-17 6.23e-09 4.58e-03 9.89e-01 6.58e-03 
2906.62 2.14e-17 5.78e-09 4.46e-03 9.89e-01 6.63e-03 
3084.17 1.73e-17 5.07e-09 4.16e-03 9.89e-01 7.14e-03 
3272.56 1.50e-17 4.84e-09 4.10e-03 9.89e-01 6.97e-03 
3472.46 1.37e-17 4.87e-09 4.18e-03 9.89e-01 6.46e-03 
3684.57 1.17e-17 4.61e-09 3.97e-03 9.89e-01 6.98e-03 
3909.64 1.23e-17 5.45e-09 4.58e-03 9.91e-01 4.90e-03 
4148.46 1.37e-17 6.47e-09 5.17e-03 9.91e-01 3.92e-03 
4401.86 2.25e-17 9.93e-09 6.55e-03 9.91e-01 2.76e-03 
4670.75 3.51e-17 1.51e-08 8.41e-03 9.90e-01 1.85e-03 
4956.05 4.30e-17 1.99e-08 1.02e-02 9.89e-01 1.30e-03 
5258.79 4.57e-17 2.31e-08 1.13e-02 9.88e-01 1.02e-03 
5580.02 7.07e-17 3.66e-08 1.53e-02 9.84e-01 5.98e-04 
5920.87 1.11e-16 5.73e-08 1.99e-02 9.80e-01 3.76e-04 
6282.54 2.20e-16 1.12e-07 3.04e-02 9.69e-01 1.78e-04 
6666.30 5.19e-16 2.42e-07 4.75e-02 9.52e-01 8.56e-05 
7073.50 1.58e-15 6.60e-07 8.51e-02 9.15e-01 2.88e-05 
7505.58 5.72e-15 2.11e-06 1.67e-01 8.33e-01 9.53e-06 
7964.05 2.99e-14 8.98e-06 3.64e-01 6.36e-01 1.30e-06 
8450.53 1.79e-13 3.82e-05 6.61e-01 3.39e-01 1.54e-07 
8966.72 1.02e-12 1.41e-04 8.93e-01 1.06e-01 1.74e-09 
9514.44 9.15e-12 6.44e-04 9.85e-01 1.46e-02 9.40e-12 
10095.62 2.23e-10 5.40e-03 9.94e-01 6.34e-04 1.85e-15 
10712.30 9.74e-09 6.51e-02 9.35e-01 2.71e-05 9.96e-20 
11366.65 4.04e-07 5.82e-01 4.18e-01 1.00e-08 1.44e-25 
12061.10 4.53e-06 9.75e-01 2.46e-02 1.73e-12 1.56e-26 
12793.43 4.11e-05 1.00e+00 2.87e-04 2.28e-17 2.85e-28 
13528.61 4.53e-04 1.00e+00 1.48e-06 8.43e-23 1.22e-28 
14194.74 3.61e-03 9.96e-01 2.40e-08 2.13e-27 2.47e-29 
14757.77 1.57e-02 9.84e-01 1.20e-09 6.42e-30 1.94e-29 
15240.48 6.28e-02 9.37e-01 8.09e-11 1.74e-30 9.22e-30 
15646.99 2.39e-01 7.61e-01 4.94e-12 3.63e-31 3.45e-30 
15960.30 5.61e-01 4.39e-01 1.95e-13 7.09e-32 1.32e-30 
16187.41 8.58e-01 1.42e-01 7.31e-15 1.65e-32 3.13e-31 
16354.17 9.35e-01 6.54e-02 6.08e-16 8.80e-33 1.20e-31 
16484.18 9.58e-01 4.18e-02 1.42e-16 1.12e-32 4.26e-31 
16593.12 9.75e-01 2.54e-02 2.66e-17 2.38e-33 1.16e-31 
16691.99 9.82e-01 1.82e-02 1.05e-17 1.36e-32 3.84e-31 
16788.59 9.88e-01 1.17e-02 2.50e-18 3.35e-33 1.03e-31 
16888.37 9.92e-01 8.37e-03 8.73e-19 5.22e-33 3.38e-31 
16998.79 9.95e-01 5.14e-03 2.02e-19 5.46e-33 3.45e-31 
17146.37 9.97e-01 3.17e-03 4.71e-20 6.15e-33 5.99e-31 
17415.23 9.99e-01 1.29e-03 3.21e-21 6.28e-33 3.38e-31 
17888.12 1.00e+00 3.14e-04 3.68e-23 1.63e-33 2.14e-31 
18532.37 1.00e+00 4.85e-05 1.25e-24 5.95e-34 1.18e-31 
19260.76 1.00e+00 6.87e-06 7.67e-25 3.35e-34 3.39e-31 
20034.10 1.00e+00 1.35e-06 5.13e-25 2.08e-35 3.01e-34 
20838.00 1.00e+00 3.22e-07 2.34e-25 6.52e-36 6.52e-36 
21647.97 1.00e+00 8.19e-08 8.90e-26 1.83e-36 2.76e-35 
22447.94 1.00e+00 2.50e-08 5.10e-26 7.32e-37 7.32e-37 
23245.88 1.00e+00 8.98e-09 4.35e-26 4.04e-37 4.04e-37 
24052.47 1.00e+00 2.88e-09 3.61e-26 2.70e-37 2.70e-37 
24867.72 1.00e+00 8.80e-10 3.32e-26 2.13e-37 2.13e-37 
25698.86 1.00e+00 3.09e-10 5.66e-26 1.97e-37 1.97e-37 
26587.16 1.00e+00 6.37e-11 2.45e-26 8.48e-37 3.25e-33 
27637.54 1.00e+00 1.98e-11 7.25e-26 2.93e-37 2.93e-37 
28986.97 1.00e+00 3.59e-12 4.31e-25 5.30e-37 5.30e-37 
#TIME: 7.80 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 1.60e-14 1.91e-06 1.23e-01 8.77e-01 4.79e-05 
999.11 4.94e-15 6.62e-07 6.75e-02 9.32e-01 1.08e-04 
1267.34 1.83e-15 2.67e-07 3.95e-02 9.60e-01 2.61e-04 
1514.05 8.60e-16 1.31e-07 2.57e-02 9.74e-01 5.39e-04 
1808.80 4.43e-16 7.39e-08 1.87e-02 9.80e-01 8.31e-04 
1919.29 2.49e-16 4.42e-08 1.38e-02 9.85e-01 1.34e-03 
2160.92 1.27e-16 2.50e-08 1.00e-02 9.88e-01 2.09e-03 
2292.92 8.45e-17 1.80e-08 8.46e-03 9.89e-01 2.60e-03 
2432.98 5.30e-17 1.23e-08 6.78e-03 9.90e-01 3.58e-03 
2581.60 3.86e-17 9.56e-09 5.89e-03 9.90e-01 4.36e-03 
2739.29 3.09e-17 8.07e-09 5.37e-03 9.90e-01 5.00e-03 
2906.62 2.61e-17 7.21e-09 5.07e-03 9.90e-01 5.38e-03 
3084.17 2.15e-17 6.47e-09 4.84e-03 9.90e-01 5.48e-03 
3272.56 1.88e-17 6.24e-09 4.84e-03 9.90e-01 5.22e-03 
3472.46 1.73e-17 6.35e-09 4.95e-03 9.90e-01 4.86e-03 
3684.57 1.55e-17 6.22e-09 4.86e-03 9.90e-01 4.82e-03 
3909.64 1.54e-17 7.05e-09 5.42e-03 9.91e-01 3.68e-03 
4148.46 1.72e-17 8.30e-09 5.99e-03 9.91e-01 3.05e-03 
4401.86 2.96e-17 1.33e-08 7.87e-03 9.90e-01 1.99e-03 
4670.75 4.53e-17 1.99e-08 1.01e-02 9.89e-01 1.34e-03 
4956.05 5.43e-17 2.55e-08 1.19e-02 9.87e-01 9.93e-04 
5258.79 6.11e-17 3.12e-08 1.37e-02 9.86e-01 7.27e-04 
5580.02 9.07e-17 4.70e-08 1.76e-02 9.82e-01 4.68e-04 
5920.87 1.59e-16 8.11e-08 2.47e-02 9.75e-01 2.54e-04 
6282.54 3.01e-16 1.50e-07 3.57e-02 9.64e-01 1.38e-04 
6666.30 7.57e-16 3.53e-07 6.05e-02 9.39e-01 5.37e-05 
7073.50 2.38e-15 9.85e-07 1.10e-01 8.90e-01 1.80e-05 
7505.58 8.93e-15 3.24e-06 2.17e-01 7.83e-01 4.74e-06 
7964.05 4.33e-14 1.25e-05 4.30e-01 5.70e-01 5.49e-07 
8450.53 2.51e-13 5.04e-05 7.21e-01 2.79e-01 2.99e-08 
8966.72 1.36e-12 1.76e-04 9.19e-01 8.08e-02 2.25e-09 
9514.44 1.26e-11 8.07e-04 9.89e-01 1.05e-02 3.79e-12 
10095.62 3.26e-10 7.07e-03 9.93e-01 4.13e-04 1.24e-15 
10712.30 1.42e-08 8.35e-02 9.17e-01 9.12e-06 1.54e-20 
11366.65 5.13e-07 6.49e-01 3.51e-01 5.26e-09 1.32e-25 
12061.10 5.27e-06 9.88e-01 1.21e-02 5.09e-13 8.13e-27 
12793.43 4.60e-05 1.00e+00 1.77e-04 9.07e-18 9.75e-28 
13528.61 5.28e-04 9.99e-01 1.05e-06 3.26e-23 1.06e-28 
14194.74 4.02e-03 9.96e-01 1.91e-08 1.07e-27 3.44e-29 
14757.77 1.78e-02 9.82e-01 9.20e-10 7.33e-30 3.36e-29 
15240.48 7.40e-02 9.26e-01 6.47e-11 2.11e-30 1.20e-29 
15646.99 2.44e-01 7.56e-01 3.97e-12 3.87e-31 2.84e-30 
15960.30 6.29e-01 3.71e-01 1.33e-13 5.11e-32 4.61e-31 
16187.41 8.62e-01 1.38e-01 6.17e-15 2.66e-32 4.90e-31 
16354.17 9.33e-01 6.66e-02 6.57e-16 1.81e-32 4.23e-31 
16484.18 9.65e-01 3.46e-02 8.16e-17 6.59e-33 1.14e-31 
16593.12 9.77e-01 2.35e-02 2.13e-17 8.18e-33 8.43e-31 
16691.99 9.82e-01 1.79e-02 9.20e-18 1.31e-32 2.53e-31 
16788.59 9.88e-01 1.21e-02 2.41e-18 1.03e-32 8.68e-31 
16888.37 9.93e-01 7.36e-03 5.77e-19 7.20e-33 3.77e-31 
16998.79 9.95e-01 5.15e-03 1.80e-19 8.12e-33 4.13e-31 
17146.37 9.97e-01 2.99e-03 3.21e-20 3.38e-33 1.66e-31 
17415.23 9.99e-01 1.15e-03 2.06e-21 4.12e-33 1.90e-31 
17888.12 1.00e+00 2.93e-04 2.94e-23 1.85e-33 3.29e-31 
18532.37 1.00e+00 4.62e-05 1.12e-24 3.16e-34 8.66e-32 
19260.76 1.00e+00 7.28e-06 8.37e-25 1.58e-34 2.72e-32 
20034.10 1.00e+00 1.47e-06 5.31e-25 2.21e-35 3.99e-33 
20838.00 1.00e+00 2.93e-07 1.67e-25 6.94e-36 2.99e-33 
21647.97 1.00e+00 8.78e-08 9.76e-26 1.95e-36 1.95e-36 
22447.94 1.00e+00 3.03e-08 6.48e-26 7.78e-37 7.78e-37 
23245.88 1.00e+00 1.06e-08 5.00e-26 4.30e-37 4.30e-37 
24052.47 1.00e+00 3.76e-09 5.21e-26 2.87e-37 2.87e-37 
24867.72 1.00e+00 1.17e-09 5.30e-26 2.27e-37 2.27e-37 
25698.86 1.00e+00 3.86e-10 5.53e-26 2.10e-37 2.10e-37 
26587.16 1.00e+00 9.09e-11 7.40e-26 2.31e-37 2.31e-37 
27637.54 1.00e+00 2.04e-11 8.31e-26 3.12e-37 3.12e-37 
28986.97 1.00e+00 3.54e-12 2.11e-25 5.63e-37 5.63e-37 
#TIME: 7.96 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 1.87e-14 2.27e-06 1.36e-01 8.64e-01 3.17e-05 
999.11 5.32e-15 7.33e-07 7.21e-02 9.28e-01 9.80e-05 
1267.34 2.06e-15 3.08e-07 4.30e-02 9.57e-01 2.21e-04 
1514.05 1.08e-15 1.68e-07 3.03e-02 9.69e-01 4.08e-04 
1808.80 5.13e-16 8.81e-08 2.09e-02 9.78e-01 6.78e-04 
1919.29 3.04e-16 5.51e-08 1.59e-02 9.83e-01 1.03e-03 
2160.92 1.56e-16 3.13e-08 1.15e-02 9.87e-01 1.67e-03 
2292.92 9.78e-17 2.13e-08 9.32e-03 9.88e-01 2.20e-03 
2432.98 6.51e-17 1.55e-08 7.85e-03 9.89e-01 2.75e-03 
2581.60 4.88e-17 1.23e-08 6.87e-03 9.90e-01 3.32e-03 
2739.29 3.88e-17 1.03e-08 6.25e-03 9.90e-01 3.83e-03 
2906.62 3.35e-17 9.43e-09 5.97e-03 9.90e-01 4.06e-03 
3084.17 2.72e-17 8.34e-09 5.62e-03 9.90e-01 4.33e-03 
3272.56 2.32e-17 7.87e-09 5.55e-03 9.90e-01 4.18e-03 
3472.46 2.26e-17 8.36e-09 5.83e-03 9.90e-01 3.67e-03 
3684.57 1.97e-17 8.10e-09 5.72e-03 9.91e-01 3.62e-03 
3909.64 1.91e-17 8.91e-09 6.23e-03 9.91e-01 2.92e-03 
4148.46 2.35e-17 1.14e-08 7.30e-03 9.91e-01 2.19e-03 
4401.86 3.82e-17 1.76e-08 9.48e-03 9.89e-01 1.46e-03 
4670.75 5.81e-17 2.57e-08 1.17e-02 9.87e-01 1.05e-03 
4956.05 7.14e-17 3.37e-08 1.41e-02 9.85e-01 7.23e-04 
5258.79 7.94e-17 4.12e-08 1.64e-02 9.83e-01 5.36e-04 
5580.02 1.27e-16 6.55e-08 2.16e-02 9.78e-01 3.25e-04 
5920.87 2.22e-16 1.14e-07 3.07e-02 9.69e-01 1.76e-04 
6282.54 4.44e-16 2.19e-07 4.53e-02 9.55e-01 8.84e-05 
6666.30 1.07e-15 4.87e-07 7.22e-02 9.28e-01 3.88e-05 
7073.50 3.47e-15 1.39e-06 1.33e-01 8.67e-01 1.29e-05 
7505.58 1.27e-14 4.46e-06 2.57e-01 7.43e-01 2.51e-06 
7964.05 6.04e-14 1.67e-05 4.87e-01 5.13e-01 4.19e-07 
8450.53 3.54e-13 6.73e-05 7.91e-01 2.09e-01 2.69e-08 
8966.72 1.88e-12 2.23e-04 9.39e-01 6.03e-02 3.32e-10 
9514.44 1.73e-11 1.01e-03 9.92e-01 7.40e-03 1.02e-12 
10095.62 4.75e-10 9.20e-03 9.91e-01 2.75e-04 2.37e-16 
10712.30 2.02e-08 1.06e-01 8.94e-01 2.45e-05 2.19e-20 
11366.65 6.35e-07 7.02e-01 2.98e-01 2.77e-09 1.35e-25 
12061.10 6.08e-06 9.89e-01 1.07e-02 2.70e-13 1.53e-26 
12793.43 5.54e-05 1.00e+00 8.24e-05 2.25e-18 6.31e-28 
13528.61 6.10e-04 9.99e-01 7.83e-07 1.56e-23 1.38e-28 
14194.74 4.46e-03 9.96e-01 1.45e-08 5.28e-28 3.61e-29 
14757.77 2.02e-02 9.80e-01 6.88e-10 6.97e-30 3.00e-29 
15240.48 7.67e-02 9.23e-01 5.13e-11 2.00e-30 1.00e-29 
15646.99 2.78e-01 7.22e-01 3.03e-12 3.02e-31 2.19e-30 
15960.30 6.66e-01 3.34e-01 9.63e-14 5.16e-32 6.75e-31 
16187.41 8.62e-01 1.38e-01 5.38e-15 2.41e-32 2.88e-31 
16354.17 9.24e-01 7.61e-02 6.11e-16 1.77e-32 2.38e-31 
16484.18 9.65e-01 3.54e-02 8.20e-17 1.40e-32 5.32e-31 
16593.12 9.78e-01 2.21e-02 1.94e-17 1.87e-32 6.12e-31 
16691.99 9.83e-01 1.72e-02 6.82e-18 4.15e-33 9.72e-32 
16788.59 9.88e-01 1.15e-02 2.57e-18 2.13e-32 6.85e-31 
16888.37 9.93e-01 7.45e-03 5.60e-19 4.55e-33 2.39e-31 
16998.79 9.95e-01 4.95e-03 1.67e-19 6.72e-33 3.25e-31 
17146.37 9.97e-01 2.79e-03 2.75e-20 6.14e-33 6.36e-31 
17415.23 9.99e-01 1.17e-03 1.83e-21 3.09e-33 2.61e-31 
17888.12 1.00e+00 3.06e-04 3.49e-23 1.18e-33 1.90e-31 
18532.37 1.00e+00 4.69e-05 1.34e-24 7.88e-34 4.12e-31 
19260.76 1.00e+00 7.12e-06 8.46e-25 3.21e-34 1.29e-31 
20034.10 1.00e+00 1.31e-06 4.61e-25 2.35e-35 2.02e-32 
20838.00 1.00e+00 3.61e-07 3.15e-25 7.38e-36 7.38e-36 
21647.97 1.00e+00 9.34e-08 1.10e-25 2.07e-36 2.07e-36 
22447.94 1.00e+00 2.84e-08 5.52e-26 8.28e-37 8.28e-37 
23245.88 1.00e+00 1.09e-08 4.86e-26 4.57e-37 4.57e-37 
24052.47 1.00e+00 1.38e-09 5.88e-27 3.05e-37 2.01e-35 
24867.72 1.00e+00 1.30e-09 4.95e-26 2.41e-37 2.41e-37 
25698.86 1.00e+00 4.13e-10 5.30e-26 2.23e-37 2.23e-37 
26587.16 1.00e+00 1.13e-10 8.06e-26 2.46e-37 2.46e-37 
27637.54 1.00e+00 3.04e-11 1.54e-25 3.32e-37 3.32e-37 
28986.97 1.00e+00 4.54e-12 3.08e-25 5.99e-37 5.99e-37 
#TIME: 8.13 
#NVEL: 67 
#vel_mid[km/s] ne0 ne1 ne2 ne3 ne4 
440.10 2.22e-14 2.73e-06 1.56e-01 8.44e-01 2.09e-05 
999.11 5.62e-15 8.00e-07 7.60e-02 9.24e-01 8.45e-05 
1267.34 2.42e-15 3.72e-07 4.88e-02 9.51e-01 1.73e-04 
1514.05 1.28e-15 2.01e-07 3.38e-02 9.66e-01 3.18e-04 
1808.80 6.26e-16 1.10e-07 2.40e-02 9.75e-01 5.26e-04 
1919.29 3.45e-16 6.51e-08 1.78e-02 9.81e-01 8.27e-04 
2160.92 1.99e-16 4.07e-08 1.36e-02 9.85e-01 1.23e-03 
2292.92 1.17e-16 2.64e-08 1.07e-02 9.88e-01 1.72e-03 
2432.98 7.81e-17 1.92e-08 8.95e-03 9.89e-01 2.19e-03 
2581.60 6.04e-17 1.58e-08 8.09e-03 9.89e-01 2.49e-03 
2739.29 4.80e-17 1.31e-08 7.28e-03 9.90e-01 2.91e-03 
2906.62 4.38e-17 1.25e-08 7.13e-03 9.90e-01 2.96e-03 
3084.17 3.60e-17 1.12e-08 6.76e-03 9.90e-01 3.10e-03 
3272.56 3.04e-17 1.05e-08 6.59e-03 9.90e-01 3.11e-03 
