#NTIMES: 145 
#NSTAGES: 5 
#TIMES[d]: 4.14 4.22 4.31 4.40 4.49 4.58 4.68 4.77 4.87 4.97 5.08 5.18 5.29 5.40 5.51 5.62 5.74 5.86 5.98 6.10 6.23 6.36 6.49 6.62 6.76 6.90 7.04 7.19 7.34 7.49 7.64 7.80 7.96 8.13 8.30 8.47 8.64 8.82 9.01 9.19 9.38 9.58 9.77 9.98 10.18 10.39 10.61 10.83 11.05 11.28 11.51 11.75 11.99 12.24 12.50 12.75 13.02 13.29 13.56 13.84 14.13 14.42 14.72 15.02 15.33 15.65 15.98 16.31 16.64 16.99 17.34 17.70 18.06 18.44 18.82 19.21 19.60 20.01 20.42 20.85 21.28 21.72 22.17 22.62 23.09 23.57 24.06 24.56 25.06 25.58 26.11 26.65 27.20 27.76 28.34 28.93 29.52 30.13 30.76 31.39 32.04 32.71 33.38 34.07 34.78 35.50 36.23 36.98 37.74 38.53 39.32 40.14 40.97 41.81 42.68 43.56 44.46 45.38 46.32 47.28 48.26 49.25 50.27 51.31 52.37 53.46 54.56 55.69 56.84 58.02 59.22 60.44 61.69 62.97 64.27 65.60 66.96 68.34 69.76 71.20 72.67 74.17 75.71 77.27 78.87 
#
#TIME: 4.14 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
13528.61 3.30e-13 7.88e-05 8.65e-01 1.35e-01 2.76e-30 
14194.74 2.60e-12 4.79e-04 9.88e-01 1.16e-02 4.85e-31 
14757.77 1.04e-11 1.62e-03 9.97e-01 1.50e-03 1.16e-31 
15240.48 4.72e-11 5.16e-03 9.94e-01 5.62e-04 5.47e-32 
15646.99 3.29e-10 2.01e-02 9.80e-01 3.75e-05 4.42e-33 
15960.30 2.40e-09 7.45e-02 9.26e-01 5.53e-06 7.84e-34 
16187.41 9.25e-09 1.88e-01 8.12e-01 1.16e-06 2.34e-34 
16354.17 2.06e-08 3.35e-01 6.65e-01 2.66e-07 1.02e-34 
16484.18 2.82e-08 4.28e-01 5.72e-01 1.17e-07 1.22e-34 
16593.12 3.39e-08 5.27e-01 4.73e-01 5.09e-08 1.01e-35 
16691.99 3.68e-08 5.75e-01 4.25e-01 3.00e-08 1.02e-34 
16788.59 4.28e-08 6.67e-01 3.33e-01 1.30e-08 7.02e-35 
16888.37 4.93e-08 7.33e-01 2.67e-01 6.02e-09 5.10e-35 
16998.79 5.75e-08 7.91e-01 2.09e-01 2.87e-09 1.14e-34 
17146.37 6.69e-08 8.56e-01 1.44e-01 9.40e-10 2.97e-35 
17415.23 7.80e-08 9.26e-01 7.36e-02 1.41e-10 1.83e-35 
17888.12 9.06e-08 9.74e-01 2.63e-02 8.09e-12 5.63e-35 
18532.37 1.24e-07 9.95e-01 5.33e-03 1.41e-13 2.90e-35 
19260.76 1.44e-07 9.99e-01 1.20e-03 2.39e-15 8.25e-36 
20034.10 1.85e-07 1.00e+00 2.66e-04 4.55e-17 9.55e-36 
20838.00 1.74e-07 1.00e+00 9.02e-05 1.92e-18 9.04e-37 
21647.97 1.83e-07 1.00e+00 3.20e-05 1.17e-19 1.03e-36 
22447.94 1.39e-07 1.00e+00 1.46e-05 1.36e-20 1.27e-36 
23245.88 1.39e-07 1.00e+00 6.18e-06 8.18e-22 1.65e-36 
24052.47 1.31e-07 1.00e+00 2.98e-06 1.41e-22 2.15e-36 
24867.72 1.33e-07 1.00e+00 1.35e-06 1.48e-23 2.79e-36 
25698.86 1.54e-07 1.00e+00 5.28e-07 9.03e-25 3.78e-36 
26587.16 2.35e-07 1.00e+00 1.79e-07 2.23e-25 5.64e-36 
27637.54 3.40e-07 1.00e+00 5.26e-08 4.03e-25 9.97e-36 
28986.97 3.43e-07 1.00e+00 1.16e-08 1.27e-24 2.38e-35 
#TIME: 8.30 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 7.44e-23 7.35e-15 4.45e-07 1.00e+00 1.85e-07 
999.11 5.43e-23 5.24e-15 3.43e-07 1.00e+00 7.59e-07 
1267.34 4.44e-23 4.22e-15 2.88e-07 1.00e+00 1.94e-06 
1514.05 3.87e-23 3.59e-15 2.51e-07 1.00e+00 4.15e-06 
1808.80 2.77e-23 2.74e-15 2.09e-07 1.00e+00 7.95e-06 
1919.29 2.16e-23 2.21e-15 1.81e-07 1.00e+00 1.43e-05 
2160.92 1.71e-23 1.80e-15 1.58e-07 1.00e+00 2.38e-05 
2292.92 1.30e-23 1.47e-15 1.40e-07 1.00e+00 3.83e-05 
2432.98 9.84e-24 1.20e-15 1.24e-07 1.00e+00 5.14e-05 
2581.60 8.36e-24 1.07e-15 1.16e-07 1.00e+00 5.80e-05 
2739.29 7.26e-24 9.60e-16 1.09e-07 1.00e+00 6.70e-05 
2906.62 6.20e-24 8.61e-16 1.03e-07 1.00e+00 7.78e-05 
3084.17 5.07e-24 7.58e-16 9.67e-08 1.00e+00 7.23e-05 
3272.56 3.92e-24 6.49e-16 9.02e-08 1.00e+00 7.23e-05 
3472.46 3.16e-24 5.78e-16 8.70e-08 1.00e+00 6.40e-05 
3684.57 2.84e-24 5.51e-16 8.62e-08 1.00e+00 6.24e-05 
3909.64 1.93e-24 4.51e-16 8.12e-08 1.00e+00 3.81e-05 
4148.46 1.81e-24 4.52e-16 8.44e-08 1.00e+00 2.54e-05 
4401.86 2.43e-24 5.77e-16 9.91e-08 1.00e+00 1.48e-05 
4670.75 2.70e-24 6.55e-16 1.10e-07 1.00e+00 8.41e-06 
4956.05 2.35e-24 6.28e-16 1.13e-07 1.00e+00 5.36e-06 
5258.79 1.96e-24 5.88e-16 1.14e-07 1.00e+00 3.34e-06 
5580.02 1.96e-24 6.35e-16 1.25e-07 1.00e+00 1.65e-06 
5920.87 2.20e-24 7.44e-16 1.44e-07 1.00e+00 7.26e-07 
6282.54 2.54e-24 9.03e-16 1.71e-07 1.00e+00 2.81e-07 
6666.30 3.16e-24 1.17e-15 2.10e-07 1.00e+00 9.43e-08 
7073.50 4.55e-24 1.72e-15 2.81e-07 1.00e+00 2.26e-08 
7505.58 6.30e-24 2.54e-15 3.84e-07 1.00e+00 4.27e-09 
7964.05 1.10e-23 4.67e-15 6.01e-07 1.00e+00 4.79e-10 
8450.53 2.70e-23 1.14e-14 1.11e-06 1.00e+00 3.06e-11 
8966.72 7.02e-23 3.08e-14 2.22e-06 1.00e+00 1.23e-12 
9514.44 3.41e-22 1.50e-13 6.37e-06 1.00e+00 1.15e-14 
10095.62 3.49e-21 1.48e-12 2.79e-05 1.00e+00 1.67e-17 
10712.30 5.42e-20 2.26e-11 1.60e-04 1.00e+00 6.98e-21 
11366.65 1.61e-18 6.32e-10 1.29e-03 9.99e-01 7.13e-25 
12061.10 1.02e-16 3.85e-08 1.69e-02 9.83e-01 8.43e-28 
12793.43 1.00e-14 3.38e-06 2.47e-01 7.53e-01 4.43e-29 
13528.61 3.72e-13 8.97e-05 8.84e-01 1.15e-01 2.92e-30 
14194.74 2.73e-12 5.18e-04 9.90e-01 9.39e-03 4.47e-31 
14757.77 1.11e-11 1.78e-03 9.97e-01 1.31e-03 1.36e-31 
15240.48 5.42e-11 5.95e-03 9.94e-01 2.18e-04 1.23e-32 
15646.99 3.36e-10 2.09e-02 9.79e-01 3.52e-05 4.74e-33 
15960.30 2.49e-09 7.87e-02 9.21e-01 4.68e-06 6.45e-34 
16187.41 9.49e-09 2.00e-01 8.00e-01 8.90e-07 2.44e-34 
16354.17 2.02e-08 3.41e-01 6.59e-01 2.51e-07 1.87e-34 
16484.18 2.80e-08 4.39e-01 5.61e-01 1.08e-07 1.51e-34 
16593.12 3.33e-08 5.27e-01 4.73e-01 4.82e-08 8.07e-35 
16691.99 3.80e-08 6.07e-01 3.93e-01 2.23e-08 9.89e-35 
16788.59 4.40e-08 6.80e-01 3.20e-01 1.06e-08 8.44e-35 
16888.37 4.43e-08 7.28e-01 2.72e-01 5.84e-09 4.03e-35 
16998.79 5.69e-08 8.10e-01 1.90e-01 2.03e-09 5.48e-35 
17146.37 6.07e-08 8.57e-01 1.43e-01 8.89e-10 4.08e-35 
17415.23 7.17e-08 9.27e-01 7.34e-02 1.34e-10 5.54e-35 
17888.12 8.68e-08 9.76e-01 2.42e-02 6.56e-12 8.00e-36 
18532.37 1.15e-07 9.95e-01 5.13e-03 1.17e-13 1.70e-35 
19260.76 1.58e-07 9.99e-01 1.12e-03 2.08e-15 2.91e-35 
20034.10 1.72e-07 1.00e+00 3.22e-04 6.59e-17 3.68e-36 
20838.00 1.90e-07 1.00e+00 8.71e-05 1.81e-18 4.71e-36 
21647.97 1.58e-07 1.00e+00 3.86e-05 1.64e-19 1.09e-36 
22447.94 1.37e-07 1.00e+00 1.65e-05 1.82e-20 1.35e-36 
23245.88 1.21e-07 1.00e+00 7.33e-06 1.30e-21 1.76e-36 
24052.47 1.41e-07 1.00e+00 2.71e-06 9.89e-23 7.52e-36 
24867.72 1.49e-07 1.00e+00 1.40e-06 1.78e-23 2.97e-36 
25698.86 1.45e-07 1.00e+00 5.80e-07 1.49e-24 4.02e-36 
26587.16 1.69e-07 1.00e+00 1.96e-07 2.46e-25 6.00e-36 
27637.54 2.84e-07 1.00e+00 5.91e-08 5.21e-25 1.06e-35 
28986.97 5.45e-07 1.00e+00 1.26e-08 1.53e-24 2.53e-35 
#TIME: 8.47 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 6.88e-23 7.07e-15 4.39e-07 1.00e+00 1.74e-07 
999.11 5.56e-23 5.48e-15 3.59e-07 1.00e+00 5.79e-07 
1267.34 4.57e-23 4.46e-15 3.03e-07 1.00e+00 1.40e-06 
1514.05 3.88e-23 3.72e-15 2.62e-07 1.00e+00 3.02e-06 
1808.80 2.84e-23 2.85e-15 2.19e-07 1.00e+00 6.03e-06 
1919.29 2.18e-23 2.28e-15 1.89e-07 1.00e+00 1.19e-05 
2160.92 1.69e-23 1.86e-15 1.66e-07 1.00e+00 1.61e-05 
2292.92 1.37e-23 1.58e-15 1.49e-07 1.00e+00 2.34e-05 
2432.98 1.04e-23 1.28e-15 1.32e-07 1.00e+00 3.22e-05 
2581.60 8.44e-24 1.11e-15 1.22e-07 1.00e+00 3.80e-05 
2739.29 7.23e-24 9.94e-16 1.14e-07 1.00e+00 5.18e-05 
2906.62 6.30e-24 9.05e-16 1.09e-07 1.00e+00 5.85e-05 
3084.17 5.07e-24 7.88e-16 1.02e-07 1.00e+00 6.52e-05 
3272.56 3.85e-24 6.66e-16 9.47e-08 1.00e+00 5.18e-05 
3472.46 2.76e-24 5.49e-16 8.73e-08 1.00e+00 4.69e-05 
3684.57 2.78e-24 5.70e-16 9.07e-08 1.00e+00 3.65e-05 
3909.64 1.99e-24 4.80e-16 8.68e-08 1.00e+00 3.70e-05 
4148.46 1.91e-24 4.90e-16 9.11e-08 1.00e+00 1.64e-05 
4401.86 2.35e-24 5.91e-16 1.04e-07 1.00e+00 9.59e-06 
4670.75 2.80e-24 7.00e-16 1.18e-07 1.00e+00 5.45e-06 
4956.05 2.52e-24 6.91e-16 1.23e-07 1.00e+00 5.89e-06 
5258.79 1.92e-24 6.08e-16 1.20e-07 1.00e+00 2.11e-06 
5580.02 2.15e-24 7.09e-16 1.38e-07 1.00e+00 9.99e-07 
5920.87 2.25e-24 7.99e-16 1.56e-07 1.00e+00 4.32e-07 
6282.54 2.68e-24 9.91e-16 1.86e-07 1.00e+00 1.62e-07 
6666.30 3.58e-24 1.35e-15 2.35e-07 1.00e+00 5.26e-08 
7073.50 5.01e-24 1.95e-15 3.12e-07 1.00e+00 1.28e-08 
7505.58 6.96e-24 2.91e-15 4.28e-07 1.00e+00 2.38e-09 
7964.05 1.26e-23 5.48e-15 6.79e-07 1.00e+00 2.55e-10 
8450.53 2.84e-23 1.28e-14 1.23e-06 1.00e+00 1.53e-11 
8966.72 8.32e-23 3.79e-14 2.58e-06 1.00e+00 5.59e-13 
9514.44 3.99e-22 1.85e-13 7.42e-06 1.00e+00 4.70e-15 
10095.62 4.31e-21 1.92e-12 3.34e-05 1.00e+00 6.42e-18 
10712.30 6.90e-20 2.97e-11 1.92e-04 1.00e+00 2.83e-21 
11366.65 2.09e-18 8.49e-10 1.57e-03 9.98e-01 2.94e-25 
12061.10 1.35e-16 5.24e-08 2.07e-02 9.79e-01 8.42e-28 
12793.43 1.31e-14 4.49e-06 2.89e-01 7.11e-01 4.45e-29 
13528.61 4.33e-13 1.05e-04 9.06e-01 9.40e-02 2.83e-30 
14194.74 3.04e-12 5.82e-04 9.92e-01 7.70e-03 4.70e-31 
14757.77 1.22e-11 1.98e-03 9.97e-01 1.08e-03 1.28e-31 
15240.48 5.75e-11 6.47e-03 9.93e-01 1.88e-04 2.71e-32 
15646.99 3.76e-10 2.38e-02 9.76e-01 2.69e-05 3.82e-33 
15960.30 2.64e-09 8.57e-02 9.14e-01 3.91e-06 8.14e-34 
16187.41 9.74e-09 2.08e-01 7.92e-01 8.23e-07 3.06e-34 
16354.17 2.02e-08 3.47e-01 6.53e-01 2.31e-07 2.07e-34 
16484.18 2.87e-08 4.57e-01 5.43e-01 9.06e-08 6.99e-35 
16593.12 3.21e-08 5.41e-01 4.59e-01 4.09e-08 5.33e-35 
16691.99 3.63e-08 6.10e-01 3.90e-01 2.18e-08 1.64e-34 
16788.59 4.09e-08 6.66e-01 3.34e-01 1.21e-08 2.40e-34 
16888.37 4.18e-08 7.22e-01 2.78e-01 7.14e-09 2.04e-34 
16998.79 5.28e-08 8.04e-01 1.96e-01 2.21e-09 1.37e-34 
17146.37 6.19e-08 8.63e-01 1.37e-01 8.03e-10 1.05e-34 
17415.23 7.58e-08 9.34e-01 6.61e-02 9.57e-11 4.94e-35 
17888.12 8.56e-08 9.77e-01 2.30e-02 5.59e-12 3.38e-35 
18532.37 1.13e-07 9.94e-01 5.65e-03 1.32e-13 2.42e-35 
19260.76 1.45e-07 9.99e-01 1.22e-03 2.51e-15 3.28e-35 
20034.10 1.78e-07 1.00e+00 2.83e-04 5.79e-17 4.06e-35 
20838.00 1.54e-07 1.00e+00 9.79e-05 3.08e-18 5.24e-36 
21647.97 1.35e-07 1.00e+00 4.04e-05 2.12e-19 1.16e-36 
22447.94 1.32e-07 1.00e+00 1.53e-05 1.36e-20 1.44e-36 
23245.88 1.13e-07 1.00e+00 7.51e-06 3.20e-21 2.17e-35 
24052.47 1.29e-07 1.00e+00 3.36e-06 1.24e-22 2.43e-36 
24867.72 1.26e-07 1.00e+00 1.64e-06 2.73e-23 3.16e-36 
25698.86 1.59e-07 1.00e+00 5.82e-07 1.03e-24 4.28e-36 
26587.16 1.35e-07 1.00e+00 2.40e-07 4.64e-25 6.38e-36 
27637.54 1.44e-07 1.00e+00 7.61e-08 6.69e-25 1.13e-35 
28986.97 3.22e-07 1.00e+00 1.59e-08 2.01e-24 2.69e-35 
#TIME: 8.64 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 5.50e-23 6.10e-15 4.14e-07 1.00e+00 1.71e-07 
999.11 5.22e-23 5.44e-15 3.66e-07 1.00e+00 4.34e-07 
1267.34 4.32e-23 4.43e-15 3.09e-07 1.00e+00 1.05e-06 
1514.05 3.81e-23 3.80e-15 2.72e-07 1.00e+00 2.17e-06 
1808.80 2.80e-23 2.92e-15 2.29e-07 1.00e+00 4.23e-06 
1919.29 2.36e-23 2.49e-15 2.04e-07 1.00e+00 7.20e-06 
2160.92 1.72e-23 1.96e-15 1.75e-07 1.00e+00 1.33e-05 
2292.92 1.27e-23 1.56e-15 1.53e-07 1.00e+00 1.60e-05 
2432.98 1.06e-23 1.35e-15 1.40e-07 1.00e+00 2.16e-05 
2581.60 8.50e-24 1.16e-15 1.28e-07 1.00e+00 2.79e-05 
2739.29 7.65e-24 1.07e-15 1.22e-07 1.00e+00 3.12e-05 
2906.62 6.44e-24 9.56e-16 1.15e-07 1.00e+00 3.40e-05 
3084.17 5.31e-24 8.49e-16 1.09e-07 1.00e+00 3.19e-05 
3272.56 4.06e-24 7.20e-16 1.02e-07 1.00e+00 3.14e-05 
3472.46 3.13e-24 6.22e-16 9.55e-08 1.00e+00 3.24e-05 
3684.57 2.79e-24 5.98e-16 9.62e-08 1.00e+00 2.40e-05 
3909.64 2.11e-24 5.22e-16 9.37e-08 1.00e+00 1.63e-05 
4148.46 1.86e-24 5.03e-16 9.57e-08 1.00e+00 1.07e-05 
4401.86 2.41e-24 6.29e-16 1.11e-07 1.00e+00 6.20e-06 
4670.75 3.02e-24 7.73e-16 1.29e-07 1.00e+00 3.40e-06 
4956.05 2.45e-24 7.14e-16 1.30e-07 1.00e+00 2.05e-06 
5258.79 2.08e-24 6.77e-16 1.32e-07 1.00e+00 1.28e-06 
5580.02 2.18e-24 7.55e-16 1.48e-07 1.00e+00 5.95e-07 
5920.87 2.51e-24 9.07e-16 1.73e-07 1.00e+00 2.52e-07 
6282.54 2.73e-24 1.06e-15 2.01e-07 1.00e+00 9.47e-08 
6666.30 3.74e-24 1.48e-15 2.57e-07 1.00e+00 2.93e-08 
7073.50 5.60e-24 2.24e-15 3.49e-07 1.00e+00 6.99e-09 
7505.58 7.84e-24 3.36e-15 4.80e-07 1.00e+00 1.28e-09 
7964.05 1.30e-23 6.03e-15 7.45e-07 1.00e+00 1.32e-10 
8450.53 3.24e-23 1.51e-14 1.40e-06 1.00e+00 7.70e-12 
8966.72 9.28e-23 4.47e-14 2.94e-06 1.00e+00 2.54e-13 
9514.44 4.90e-22 2.37e-13 8.82e-06 1.00e+00 1.84e-15 
10095.62 5.33e-21 2.47e-12 3.99e-05 1.00e+00 2.40e-18 
10712.30 8.77e-20 3.92e-11 2.31e-04 1.00e+00 1.11e-21 
11366.65 2.69e-18 1.13e-09 1.90e-03 9.98e-01 1.13e-25 
12061.10 1.85e-16 7.42e-08 2.58e-02 9.74e-01 8.50e-28 
12793.43 1.74e-14 6.07e-06 3.41e-01 6.59e-01 4.36e-29 
13528.61 4.87e-13 1.20e-04 9.21e-01 7.87e-02 2.96e-30 
14194.74 3.33e-12 6.48e-04 9.93e-01 6.47e-03 5.03e-31 
14757.77 1.25e-11 2.08e-03 9.97e-01 9.85e-04 1.47e-31 
15240.48 6.09e-11 7.02e-03 9.93e-01 1.50e-04 2.63e-32 
15646.99 3.83e-10 2.55e-02 9.74e-01 2.45e-05 5.50e-33 
15960.30 2.95e-09 9.75e-02 9.03e-01 3.24e-06 8.15e-34 
16187.41 9.94e-09 2.20e-01 7.80e-01 6.89e-07 3.31e-34 
16354.17 2.03e-08 3.63e-01 6.37e-01 2.04e-07 1.96e-34 
16484.18 3.04e-08 4.95e-01 5.05e-01 6.57e-08 1.26e-34 
16593.12 3.29e-08 5.61e-01 4.39e-01 3.64e-08 1.72e-34 
16691.99 3.55e-08 6.15e-01 3.85e-01 2.20e-08 1.38e-34 
16788.59 4.07e-08 6.99e-01 3.01e-01 8.33e-09 1.06e-34 
16888.37 4.46e-08 7.50e-01 2.50e-01 4.32e-09 9.14e-35 
16998.79 5.28e-08 8.21e-01 1.79e-01 1.64e-09 5.08e-35 
17146.37 5.82e-08 8.71e-01 1.29e-01 6.43e-10 6.30e-35 
17415.23 7.00e-08 9.34e-01 6.60e-02 9.51e-11 3.84e-35 
17888.12 8.22e-08 9.77e-01 2.27e-02 5.43e-12 5.87e-35 
18532.37 1.06e-07 9.95e-01 5.27e-03 1.14e-13 1.75e-35 
19260.76 1.44e-07 9.99e-01 1.26e-03 2.72e-15 2.49e-35 
20034.10 1.43e-07 1.00e+00 3.65e-04 8.62e-17 7.34e-36 
20838.00 1.67e-07 1.00e+00 1.04e-04 3.07e-18 1.09e-36 
21647.97 1.55e-07 1.00e+00 4.02e-05 1.94e-19 1.70e-35 
22447.94 2.38e-07 1.00e+00 1.07e-05 1.71e-20 1.84e-35 
23245.88 1.29e-07 1.00e+00 7.68e-06 1.24e-21 1.99e-36 
24052.47 1.62e-07 1.00e+00 2.76e-06 8.20e-23 9.91e-36 
24867.72 1.13e-07 1.00e+00 1.66e-06 1.64e-23 3.36e-36 
25698.86 1.17e-07 1.00e+00 6.80e-07 2.06e-24 4.55e-36 
26587.16 1.43e-07 1.00e+00 2.50e-07 3.44e-25 6.78e-36 
27637.54 1.82e-07 1.00e+00 7.65e-08 5.98e-25 1.20e-35 
28986.97 2.26e-07 1.00e+00 1.71e-08 1.88e-24 2.86e-35 
#TIME: 8.82 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 6.09e-23 6.67e-15 4.42e-07 1.00e+00 1.39e-07 
999.11 5.01e-23 5.44e-15 3.72e-07 1.00e+00 3.44e-07 
1267.34 3.90e-23 4.24e-15 3.10e-07 1.00e+00 8.46e-07 
1514.05 3.82e-23 3.95e-15 2.85e-07 1.00e+00 1.56e-06 
1808.80 2.76e-23 3.02e-15 2.40e-07 1.00e+00 2.90e-06 
1919.29 2.45e-23 2.68e-15 2.19e-07 1.00e+00 5.52e-06 
2160.92 1.79e-23 2.09e-15 1.87e-07 1.00e+00 7.57e-06 
2292.92 1.33e-23 1.66e-15 1.63e-07 1.00e+00 1.11e-05 
2432.98 1.09e-23 1.44e-15 1.50e-07 1.00e+00 1.39e-05 
2581.60 8.52e-24 1.20e-15 1.34e-07 1.00e+00 1.85e-05 
2739.29 7.82e-24 1.13e-15 1.30e-07 1.00e+00 2.10e-05 
2906.62 6.82e-24 1.03e-15 1.24e-07 1.00e+00 2.14e-05 
3084.17 5.56e-24 9.10e-16 1.17e-07 1.00e+00 2.11e-05 
3272.56 4.35e-24 7.86e-16 1.10e-07 1.00e+00 2.00e-05 
3472.46 3.46e-24 6.91e-16 1.04e-07 1.00e+00 2.16e-05 
3684.57 2.90e-24 6.41e-16 1.03e-07 1.00e+00 1.91e-05 
3909.64 2.08e-24 5.40e-16 9.90e-08 1.00e+00 1.06e-05 
4148.46 1.90e-24 5.35e-16 1.02e-07 1.00e+00 6.84e-06 
4401.86 2.67e-24 7.06e-16 1.23e-07 1.00e+00 3.78e-06 
4670.75 2.98e-24 8.05e-16 1.37e-07 1.00e+00 2.11e-06 
4956.05 2.61e-24 7.83e-16 1.41e-07 1.00e+00 1.26e-06 
5258.79 2.18e-24 7.36e-16 1.43e-07 1.00e+00 7.73e-07 
5580.02 2.28e-24 8.24e-16 1.61e-07 1.00e+00 3.49e-07 
5920.87 2.55e-24 9.72e-16 1.87e-07 1.00e+00 1.45e-07 
6282.54 3.06e-24 1.22e-15 2.24e-07 1.00e+00 5.37e-08 
6666.30 3.96e-24 1.63e-15 2.82e-07 1.00e+00 1.64e-08 
7073.50 5.74e-24 2.43e-15 3.79e-07 1.00e+00 3.85e-09 
7505.58 8.02e-24 3.66e-15 5.23e-07 1.00e+00 6.82e-10 
7964.05 1.47e-23 7.07e-15 8.42e-07 1.00e+00 6.84e-11 
8450.53 3.72e-23 1.81e-14 1.61e-06 1.00e+00 3.66e-12 
8966.72 1.09e-22 5.46e-14 3.40e-06 1.00e+00 1.18e-13 
9514.44 5.86e-22 2.96e-13 1.04e-05 1.00e+00 7.73e-16 
10095.62 6.59e-21 3.20e-12 4.77e-05 1.00e+00 9.38e-19 
10712.30 1.13e-19 5.21e-11 2.79e-04 1.00e+00 4.26e-22 
11366.65 3.59e-18 1.55e-09 2.34e-03 9.98e-01 4.98e-26 
12061.10 2.50e-16 1.03e-07 3.18e-02 9.68e-01 8.58e-28 
12793.43 2.22e-14 7.87e-06 3.90e-01 6.10e-01 4.43e-29 
13528.61 5.43e-13 1.37e-04 9.35e-01 6.51e-02 2.97e-30 
14194.74 3.62e-12 7.13e-04 9.94e-01 5.30e-03 4.90e-31 
14757.77 1.41e-11 2.38e-03 9.97e-01 7.85e-04 1.42e-31 
15240.48 6.66e-11 7.71e-03 9.92e-01 1.34e-04 3.11e-32 
15646.99 4.18e-10 2.77e-02 9.72e-01 2.18e-05 5.69e-33 
15960.30 2.87e-09 9.75e-02 9.03e-01 3.22e-06 1.04e-33 
16187.41 1.03e-08 2.32e-01 7.68e-01 6.02e-07 3.37e-34 
16354.17 1.99e-08 3.69e-01 6.31e-01 1.84e-07 1.41e-34 
16484.18 2.88e-08 4.96e-01 5.04e-01 6.15e-08 9.53e-35 
16593.12 3.28e-08 5.70e-01 4.30e-01 3.03e-08 9.78e-35 
16691.99 3.53e-08 6.28e-01 3.72e-01 1.66e-08 6.08e-35 
16788.59 3.85e-08 7.06e-01 2.94e-01 7.79e-09 1.04e-34 
16888.37 4.45e-08 7.55e-01 2.45e-01 4.49e-09 1.96e-34 
16998.79 4.73e-08 8.01e-01 1.99e-01 2.11e-09 7.90e-35 
17146.37 5.64e-08 8.72e-01 1.28e-01 6.03e-10 1.43e-34 
17415.23 6.83e-08 9.36e-01 6.39e-02 8.48e-11 7.42e-35 
17888.12 8.00e-08 9.78e-01 2.21e-02 5.03e-12 8.86e-35 
18532.37 1.05e-07 9.95e-01 5.41e-03 1.15e-13 1.15e-35 
19260.76 1.30e-07 9.99e-01 1.23e-03 2.33e-15 8.02e-37 
20034.10 1.32e-07 1.00e+00 3.36e-04 7.47e-17 1.60e-36 
20838.00 1.86e-07 1.00e+00 8.44e-05 2.40e-18 2.30e-35 
21647.97 1.45e-07 1.00e+00 4.10e-05 1.92e-19 1.31e-36 
22447.94 1.26e-07 1.00e+00 1.79e-05 1.65e-20 1.63e-36 
23245.88 1.11e-07 1.00e+00 8.47e-06 1.55e-21 2.11e-36 
24052.47 9.33e-08 1.00e+00 3.94e-06 2.63e-22 2.75e-36 
24867.72 8.10e-08 1.00e+00 1.84e-06 2.76e-23 3.57e-36 
25698.86 8.13e-08 1.00e+00 7.91e-07 2.48e-24 4.84e-36 
26587.16 8.42e-08 1.00e+00 3.03e-07 4.55e-25 7.21e-36 
27637.54 1.93e-07 1.00e+00 7.87e-08 6.39e-25 1.27e-35 
28986.97 3.26e-07 1.00e+00 1.87e-08 2.14e-24 3.04e-35 
#TIME: 9.01 
#NVEL: 67 
#vel_mid[km/s] al0 al1 al2 al3 al4 
440.10 6.15e-23 6.96e-15 4.61e-07 1.00e+00 1.02e-07 
999.11 4.67e-23 5.32e-15 3.76e-07 1.00e+00 2.74e-07 
1267.34 3.92e-23 4.40e-15 3.24e-07 1.00e+00 6.16e-07 
1514.05 3.89e-23 4.11e-15 2.99e-07 1.00e+00 1.12e-06 
1808.80 2.75e-23 3.13e-15 2.51e-07 1.00e+00 2.02e-06 
1919.29 2.40e-23 2.75e-15 2.28e-07 1.00e+00 3.09e-06 
2160.92 1.84e-23 2.22e-15 1.99e-07 1.00e+00 5.10e-06 
2292.92 1.38e-23 1.79e-15 1.75e-07 1.00e+00 7.23e-06 
2432.98 1.07e-23 1.49e-15 1.57e-07 1.00e+00 9.20e-06 
2581.60 8.49e-24 1.25e-15 1.42e-07 1.00e+00 1.24e-05 
2739.29 7.57e-24 1.15e-15 1.36e-07 1.00e+00 1.32e-05 
2906.62 6.72e-24 1.07e-15 1.31e-07 1.00e+00 1.39e-05 
3084.17 5.50e-24 9.44e-16 1.24e-07 1.00e+00 1.38e-05 
3272.56 4.23e-24 8.09e-16 1.16e-07 1.00e+00 1.92e-05 
3472.46 3.74e-24 7.61e-16 1.13e-07 1.00e+00 1.40e-05 
3684.57 2.94e-24 6.73e-16 1.10e-07 1.00e+00 1.04e-05 
3909.64 2.17e-24 5.83e-16 1.07e-07 1.00e+00 6.64e-06 
4148.46 2.08e-24 5.97e-16 1.12e-07 1.00e+00 4.21e-06 
4401.86 2.61e-24 7.34e-16 1.30e-07 1.00e+00 2.31e-06 
4670.75 3.18e-24 8.86e-16 1.49e-07 1.00e+00 1.28e-06 
4956.05 2.79e-24 8.62e-16 1.54e-07 1.00e+00 7.59e-07 
