#NTIMES: 265
#NSTAGES: 5
#TIMES[d]: 1.0736 1.18096 1.299056 1.428962 1.571858 1.729044 1.901948 2.092143 2.301357 2.531493 2.784642 3.063106 3.369417 3.706359 4.076994 4.484694 4.933163 5.426479 5.969127 6.56604 7.222644 7.944908 8.739399 9.613339 10.574673 11.574673 12.574673 13.574673 14.574673 15.574673 16.574673 17.574673 18.574673 19.574673 20.574673 21.574673 22.574673 23.574673 24.574673 25.574673 26.574673 27.574673 28.574673 29.574673 30.574673 31.574673 32.574673 33.574673 34.574673 35.574673 36.574673 37.574673 38.574673 39.574673 40.574673 41.574673 42.574673 43.574673 44.574673 45.574673 46.574673 47.574673 48.57467 49.57467 50.57467 51.57467 52.57467 53.57467 54.57467 55.57467 56.57467 57.57467 58.57467 59.57467 60.57467 61.57467 62.57467 63.57467 64.57467 65.57467 66.57467 67.57467 68.57467 69.57467 70.57467 71.57467 72.57467 73.57467 74.57467 75.57467 76.57467 77.57467 78.57467 79.57467 80.57467 81.57467 82.57467 83.57467 84.57467 85.57467 86.57467 87.57467 88.57467 89.57467 90.57467 91.57467 92.57467 93.57467 94.57467 95.57467 96.57467 97.574676 98.574676 99.574676 100.574676 101.574676 102.574676 103.574676 104.574676 105.574676 106.574676 107.574676 108.574676 109.574676 110.574676 111.574676 112.574676 113.574676 114.574676 115.574676 116.574676 117.574676 118.574676 119.574676 120.574676 121.574676 122.574676 123.574676 124.574676 125.574676 126.574676 127.574676 128.574676 129.574676 130.574676 131.574676 132.574676 133.574676 134.574676 135.574676 136.574676 137.574676 138.574676 139.574676 140.574676 141.574676 142.574676 143.574676 144.574676 145.574676 146.574676 147.574676 148.574676 149.574676 150.574676 151.574676 152.574676 153.574676 154.574676 155.574676 156.574676 157.574676 158.574676 159.574676 160.574676 161.574676 162.574676 163.574676 164.574676 165.574676 166.574676 167.574676 168.574676 169.574676 170.574676 171.574676 172.574676 173.574676 174.574676 175.574676 176.574676 177.574676 178.574676 179.574676 180.574676 181.574676 182.574676 183.574676 184.574676 185.574676 186.574676 187.574676 188.574676 189.574676 190.574676 191.574676 192.574676 193.574676 194.574676 195.574676 196.574676 197.574676 198.574676 199.574676 200.574676 201.574676 202.574676 203.574676 204.574676 205.574676 206.574676 207.574676 208.574676 209.574676 210.574676 211.574676 212.574676 213.574676 214.574676 215.574676 216.574676 217.574676 218.574676 219.574676 220.574676 221.574676 222.574676 223.574676 224.574676 225.574676 226.574676 227.574676 228.574676 229.574676 230.574676 231.574676 232.574676 233.574676 234.574676 235.574676 236.574676 237.574676 238.574676 239.574676 240.574676 241.574676 242.574676 243.574676 244.574676 245.574676 246.574676 247.574676 248.574676 249.574676 250.574676
#
#TIME: 1.073600
#NVEL: 114
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4
9.444e+02 9.999663e-01 3.368855e-05 1.533058e-34 2.465934e-106 1.790420e-228
9.991e+02 9.999721e-01 2.785956e-05 6.951328e-35 3.107759e-107 2.860392e-230
1.061e+03 9.999710e-01 2.901194e-05 8.230326e-35 4.837309e-107 6.922430e-230
1.126e+03 9.999709e-01 2.913172e-05 8.377391e-35 5.069881e-107 7.606982e-230
1.194e+03 9.999599e-01 4.006017e-05 3.160291e-34 1.643399e-105 7.925936e-227
1.267e+03 9.999695e-01 3.050748e-05 1.024861e-34 8.680775e-107 2.246333e-229
1.345e+03 9.999630e-01 3.699419e-05 2.261476e-34 6.818825e-106 1.363935e-227
1.427e+03 9.999620e-01 3.795924e-05 2.322259e-34 6.723954e-106 1.231340e-227
1.514e+03 9.999546e-01 4.544372e-05 4.085300e-34 2.439140e-105 1.362414e-226
1.607e+03 9.999117e-01 8.826624e-05 5.067071e-33 1.382281e-102 3.427148e-221
1.705e+03 9.998537e-01 1.463312e-04 3.296223e-32 1.466460e-100 3.074747e-217
1.809e+03 9.998384e-01 1.616419e-04 4.019851e-32 1.972564e-100 4.556856e-217
1.919e+03 9.997816e-01 2.183527e-04 1.052842e-31 1.820679e-99 2.955999e-215
2.037e+03 9.997192e-01 2.807562e-04 2.162976e-31 8.559006e-99 4.814941e-214
2.161e+03 9.995632e-01 4.367838e-04 9.036575e-31 2.367950e-97 2.502326e-211
2.293e+03 9.995036e-01 4.963942e-04 1.030340e-30 2.203809e-97 1.497885e-211
2.433e+03 9.992902e-01 7.097967e-04 2.915105e-30 2.110389e-96 9.026105e-210
2.582e+03 9.990700e-01 9.299956e-04 6.187429e-30 1.030397e-95 1.519934e-208
2.739e+03 9.988269e-01 1.173099e-03 1.239283e-29 4.793167e-95 2.547785e-207
2.907e+03 9.989328e-01 1.067150e-03 7.626130e-30 1.222607e-95 1.529879e-208
3.084e+03 9.989995e-01 1.000506e-03 5.562614e-30 5.096780e-96 2.552570e-209
3.273e+03 9.992775e-01 7.225196e-04 1.670333e-30 2.555148e-97 7.445747e-212
3.472e+03 9.996215e-01 3.785143e-04 1.941759e-31 1.593115e-99 4.827480e-216
3.685e+03 9.998546e-01 1.454066e-04 9.712695e-33 1.734840e-102 1.449316e-221
3.910e+03 9.999551e-01 4.488516e-05 2.330274e-34 3.308500e-106 1.576342e-228
4.148e+03 9.999813e-01 1.865030e-05 1.438480e-35 5.541512e-109 1.004281e-233
4.402e+03 9.999908e-01 9.176453e-06 1.453068e-36 2.709603e-111 4.475630e-238
4.671e+03 9.999939e-01 6.058790e-06 3.308799e-37 7.273720e-113 4.096044e-241
4.956e+03 9.999954e-01 4.588192e-06 9.538434e-38 2.560791e-114 4.733020e-244
5.259e+03 9.999960e-01 4.003351e-06 4.153806e-38 2.210794e-115 2.786448e-246
5.580e+03 9.999963e-01 3.665606e-06 2.221167e-38 3.283069e-116 4.866838e-248
5.921e+03 9.999966e-01 3.421600e-06 1.329367e-38 6.772427e-117 1.688514e-249
6.282e+03 9.999975e-01 2.538380e-06 3.694622e-39 2.279493e-118 1.865786e-252
6.666e+03 9.999984e-01 1.644116e-06 6.939227e-40 3.289453e-120 4.455442e-256
7.074e+03 9.999992e-01 8.164080e-07 4.916879e-41 4.235074e-123 9.621846e-262
7.506e+03 9.999996e-01 4.219642e-07 3.852196e-42 6.624389e-126 2.883743e-267
7.964e+03 9.999998e-01 1.650213e-07 9.898014e-44 5.865790e-130 2.912187e-275
8.451e+03 9.999999e-01 6.441190e-08 2.504948e-45 4.955420e-134 2.659074e-283
8.967e+03 1.000000e+00 2.627681e-08 7.012091e-47 5.003297e-138 3.210493e-291
9.514e+03 1.000000e+00 9.616649e-09 1.148442e-48 1.138125e-142 1.827846e-300
1.010e+04 1.000000e+00 2.352978e-09 3.379692e-51 2.773109e-149 1.163584e-313
1.071e+04 1.000000e+00 8.996635e-10 5.369445e-53 4.675131e-154 2.964394e-323
1.137e+04 1.000000e+00 2.459437e-10 1.827440e-55 1.201754e-160 0.000000e+00
1.206e+04 1.000000e+00 1.322025e-10 8.539492e-57 2.404574e-164 0.000000e+00
1.279e+04 1.000000e+00 8.334138e-11 7.799571e-58 2.801148e-167 0.000000e+00
1.353e+04 1.000000e+00 5.433637e-11 8.804017e-59 6.118743e-170 0.000000e+00
1.419e+04 1.000000e+00 5.328234e-11 5.505275e-59 1.198142e-170 0.000000e+00
1.476e+04 1.000000e+00 2.067812e-11 7.972707e-61 1.350285e-175 0.000000e+00
1.524e+04 1.000000e+00 2.070955e-11 6.568008e-61 6.608929e-176 0.000000e+00
1.565e+04 1.000000e+00 8.042543e-12 1.198777e-62 1.728823e-180 0.000000e+00
1.596e+04 1.000000e+00 1.070291e-11 3.499371e-62 2.528395e-179 0.000000e+00
1.619e+04 1.000000e+00 3.930759e-12 3.914836e-64 1.407113e-184 0.000000e+00
1.635e+04 1.000000e+00 3.183591e-12 1.070555e-64 3.059478e-186 0.000000e+00
1.648e+04 1.000000e+00 1.811984e-11 8.583419e-62 6.946257e-179 0.000000e+00
1.659e+04 1.000000e+00 3.103234e-12 4.192971e-65 1.112875e-187 0.000000e+00
1.669e+04 1.000000e+00 2.757929e-12 1.869500e-65 9.674711e-189 0.000000e+00
1.679e+04 1.000000e+00 7.862837e-13 8.504760e-68 5.985073e-195 0.000000e+00
1.689e+04 1.000000e+00 2.107192e-12 3.490649e-66 6.708572e-191 0.000000e+00
1.700e+04 1.000000e+00 6.610453e-12 2.699640e-64 3.861368e-186 0.000000e+00
1.715e+04 1.000000e+00 1.299918e-12 2.195302e-67 2.194515e-194 0.000000e+00
1.742e+04 1.000000e+00 1.685775e-12 3.506227e-67 3.963565e-194 0.000000e+00
1.789e+04 1.000000e+00 8.908908e-13 9.947039e-69 1.377606e-198 0.000000e+00
1.853e+04 1.000000e+00 2.839686e-13 2.903241e-71 1.041613e-205 0.000000e+00
1.926e+04 1.000000e+00 2.784574e-14 1.104589e-74 7.383154e-214 0.000000e+00
2.003e+04 1.000000e+00 1.138190e-15 3.497609e-79 2.574909e-224 0.000000e+00
2.084e+04 1.000000e+00 1.048104e-15 2.119184e-79 5.889004e-225 0.000000e+00
2.165e+04 1.000000e+00 1.127629e-15 3.198437e-79 1.933449e-224 0.000000e+00
2.245e+04 1.000000e+00 1.315703e-15 6.699824e-79 1.482377e-223 0.000000e+00
2.325e+04 1.000000e+00 3.838618e-15 2.211373e-77 5.201079e-220 0.000000e+00
2.405e+04 1.000000e+00 1.031160e-14 2.562502e-76 5.688323e-218 0.000000e+00
2.487e+04 1.000000e+00 2.685282e-14 7.721050e-75 2.333497e-214 0.000000e+00
2.570e+04 1.000000e+00 1.079605e-14 5.528694e-76 7.746365e-217 0.000000e+00
2.659e+04 1.000000e+00 4.189769e-14 3.293858e-74 6.880045e-213 0.000000e+00
2.764e+04 1.000000e+00 3.355722e-14 2.475019e-74 6.299071e-213 0.000000e+00
2.899e+04 1.000000e+00 4.223662e-13 9.961069e-71 1.702810e-204 0.000000e+00
3.065e+04 9.999805e-01 1.952031e-05 1.000513e-43 7.266225e-139 5.379414e-301
3.252e+04 1.000000e+00 7.745827e-12 1.327645e-66 7.223751e-195 0.000000e+00
3.446e+04 1.000000e+00 3.493603e-11 1.009192e-64 8.176884e-191 0.000000e+00
3.637e+04 1.000000e+00 9.743430e-13 1.446099e-69 8.172696e-202 0.000000e+00
3.815e+04 1.000000e+00 5.272039e-14 9.960669e-74 1.457076e-211 0.000000e+00
3.975e+04 1.000000e+00 8.516381e-15 2.455352e-76 1.109007e-217 0.000000e+00
4.117e+04 1.000000e+00 4.244631e-15 1.330661e-77 5.274866e-221 0.000000e+00
4.247e+04 1.000000e+00 6.145215e-15 4.483376e-77 9.064929e-220 0.000000e+00
4.369e+04 1.000000e+00 4.570232e-15 1.696049e-77 9.309370e-221 0.000000e+00
4.488e+04 1.000000e+00 2.023624e-14 2.242123e-75 8.615983e-216 0.000000e+00
4.608e+04 1.000000e+00 1.674544e-14 1.204288e-75 2.010681e-216 0.000000e+00
4.729e+04 1.000000e+00 4.621413e-14 3.371739e-74 4.912397e-213 0.000000e+00
4.852e+04 1.000000e+00 4.001039e-14 2.100769e-74 1.622752e-213 0.000000e+00
4.975e+04 1.000000e+00 9.386781e-14 3.450662e-73 1.137302e-210 0.000000e+00
5.101e+04 1.000000e+00 1.583597e-14 1.002588e-75 1.309067e-216 0.000000e+00
5.229e+04 1.000000e+00 2.550879e-15 2.500580e-78 1.052639e-222 0.000000e+00
5.360e+04 1.000000e+00 1.247870e-14 4.586267e-76 2.097626e-217 0.000000e+00
5.492e+04 1.000000e+00 1.681930e-16 3.317431e-82 8.777865e-232 0.000000e+00
5.627e+04 1.000000e+00 2.217622e-16 8.224327e-82 7.357407e-231 0.000000e+00
5.762e+04 1.000000e+00 1.552159e-16 2.548555e-82 4.734146e-232 0.000000e+00
5.899e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026759e-239 0.000000e+00
6.034e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.168e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.297e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.422e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.539e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.646e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.742e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.826e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.896e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.948e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.976e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.989e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.995e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.998e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
7.000e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
#TIME: 177.574676
#NVEL: 114
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4
4.401e+02 9.999753e-01 2.468153e-05 4.117224e-35 7.726903e-108 1.743594e-231
8.862e+02 9.999767e-01 2.330048e-05 3.238215e-35 4.117878e-108 4.958798e-232
9.061e+02 9.999674e-01 3.261366e-05 1.314473e-34 1.616462e-106 7.570250e-229
9.444e+02 9.999873e-01 1.270941e-05 2.571373e-36 5.361897e-111 8.489679e-238
9.991e+02 9.999843e-01 1.567244e-05 6.179313e-36 5.350625e-110 8.433057e-236
1.061e+03 9.999778e-01 2.216043e-05 2.626812e-35 2.379619e-108 1.657883e-232
1.126e+03 9.999718e-01 2.820572e-05 7.185554e-35 3.326068e-107 3.221107e-230
1.194e+03 9.999758e-01 2.418404e-05 3.794768e-35 6.261731e-108 1.149121e-231
1.267e+03 9.999737e-01 2.632578e-05 5.441807e-35 1.621547e-107 7.736750e-231
1.345e+03 9.999710e-01 2.895561e-05 8.006829e-35 4.411225e-107 5.656003e-230
1.427e+03 9.999692e-01 3.075451e-05 9.495195e-35 6.343503e-107 1.085034e-229
1.514e+03 9.999507e-01 4.932031e-05 5.628947e-34 5.529431e-105 6.856253e-226
1.607e+03 9.999365e-01 6.354510e-05 1.281442e-33 3.749164e-104 2.531281e-224
1.705e+03 9.998893e-01 1.106876e-04 1.031667e-32 7.003696e-102 7.077721e-220
1.809e+03 9.998637e-01 1.363416e-04 1.969582e-32 3.029956e-101 1.076143e-218
1.919e+03 9.998092e-01 1.908212e-04 5.984918e-32 4.131418e-100 1.523225e-216
2.037e+03 9.997446e-01 2.554466e-04 1.451552e-31 2.994145e-99 5.879901e-215
2.161e+03 9.996863e-01 3.136647e-04 2.375500e-31 7.477743e-99 2.620543e-214
2.293e+03 9.995501e-01 4.499377e-04 6.858433e-31 7.606684e-98 1.793424e-212
2.433e+03 9.993279e-01 6.721415e-04 2.310713e-30 1.141980e-96 2.634515e-210
2.582e+03 9.991820e-01 8.179774e-04 3.688475e-30 2.705785e-96 1.068849e-209
2.739e+03 9.990666e-01 9.334042e-04 5.027382e-30 4.749887e-96 2.636371e-209
2.907e+03 9.989617e-01 1.038269e-03 6.726375e-30 8.697861e-96 7.670390e-209
3.084e+03 9.991688e-01 8.312371e-04 2.709331e-30 8.177682e-97 6.932663e-211
3.273e+03 9.993375e-01 6.625389e-04 1.190829e-30 1.078077e-97 1.356568e-212
3.472e+03 9.996568e-01 3.432318e-04 1.347714e-31 6.395138e-100 8.108293e-217
3.685e+03 9.998722e-01 1.277639e-04 6.115983e-33 5.589003e-103 1.618411e-222
3.910e+03 9.999561e-01 4.394513e-05 2.123159e-34 2.579507e-106 9.545110e-229
4.148e+03 9.999850e-01 1.497709e-05 6.537496e-36 7.992298e-110 2.355611e-235
4.402e+03 9.999920e-01 8.005354e-06 8.722701e-37 7.561239e-112 3.689809e-239
4.671e+03 9.999944e-01 5.631172e-06 2.484429e-37 3.499782e-113 9.662530e-242
4.956e+03 9.999950e-01 5.006576e-06 1.288352e-37 5.273532e-114 1.890817e-243
5.259e+03 9.999964e-01 3.644853e-06 2.881562e-38 8.706398e-116 4.433142e-247
5.580e+03 9.999968e-01 3.230705e-06 1.365743e-38 9.570127e-117 4.303195e-249
5.921e+03 9.999971e-01 2.889704e-06 6.975134e-39 1.329081e-117 6.893877e-251
6.282e+03 9.999979e-01 2.092842e-06 1.761069e-39 3.493776e-119 4.667172e-254
6.666e+03 9.999986e-01 1.357369e-06 3.290368e-40 4.917714e-121 1.049867e-257
7.074e+03 9.999992e-01 7.712475e-07 3.872583e-41 2.262149e-123 2.745318e-262
7.506e+03 9.999996e-01 3.660727e-07 2.162667e-42 1.482644e-126 1.469663e-268
7.964e+03 9.999998e-01 1.776830e-07 1.305621e-43 1.173268e-129 1.130337e-274
8.451e+03 9.999999e-01 6.522158e-08 2.587672e-45 5.287664e-134 2.973148e-283
8.967e+03 1.000000e+00 2.164680e-08 3.137788e-47 6.110910e-139 4.828769e-293
9.514e+03 1.000000e+00 7.775654e-09 4.750357e-49 1.130262e-143 1.816838e-302
1.010e+04 1.000000e+00 2.391120e-09 3.545542e-51 3.082438e-149 1.412273e-313
1.071e+04 1.000000e+00 8.298388e-10 3.792476e-53 1.859033e-154 4.940656e-324
1.137e+04 1.000000e+00 2.843716e-10 3.250136e-55 5.269012e-160 0.000000e+00
1.206e+04 1.000000e+00 1.613488e-10 1.894836e-56 1.874277e-163 0.000000e+00
1.279e+04 1.000000e+00 7.943790e-11 6.297410e-58 1.576401e-167 0.000000e+00
1.353e+04 1.000000e+00 3.377211e-11 1.235757e-59 3.639647e-172 0.000000e+00
1.419e+04 1.000000e+00 1.844644e-11 7.043178e-61 1.403833e-175 0.000000e+00
1.476e+04 1.000000e+00 2.055140e-11 7.637789e-61 1.185333e-175 0.000000e+00
1.524e+04 1.000000e+00 1.443159e-11 1.469911e-61 1.320343e-177 0.000000e+00
1.565e+04 1.000000e+00 1.968950e-11 4.595759e-61 2.229089e-176 0.000000e+00
1.596e+04 1.000000e+00 9.896000e-12 2.494281e-62 1.028721e-179 0.000000e+00
1.619e+04 1.000000e+00 2.657770e-11 9.649214e-61 9.201722e-176 0.000000e+00
1.635e+04 1.000000e+00 6.297208e-12 1.717987e-63 4.104900e-183 0.000000e+00
1.648e+04 1.000000e+00 1.392667e-11 2.871804e-62 3.953686e-180 0.000000e+00
1.659e+04 1.000000e+00 2.151807e-11 1.146431e-61 9.537974e-179 0.000000e+00
1.669e+04 1.000000e+00 2.507188e-12 1.242102e-65 3.275297e-189 0.000000e+00
1.679e+04 1.000000e+00 1.299415e-12 6.321380e-67 1.046846e-192 0.000000e+00
1.689e+04 1.000000e+00 2.950231e-12 1.366330e-65 2.302481e-189 0.000000e+00
1.700e+04 1.000000e+00 2.380312e-12 4.040552e-66 6.773501e-191 0.000000e+00
1.715e+04 1.000000e+00 1.584258e-12 4.889856e-67 1.745443e-193 0.000000e+00
1.742e+04 1.000000e+00 1.500617e-12 2.104807e-67 1.014091e-194 0.000000e+00
1.789e+04 1.000000e+00 4.272189e-13 5.945390e-70 1.106719e-201 0.000000e+00
1.853e+04 1.000000e+00 4.954801e-13 2.133761e-70 1.384052e-203 0.000000e+00
1.926e+04 1.000000e+00 2.882199e-14 1.432374e-74 1.644626e-213 0.000000e+00
2.003e+04 1.000000e+00 1.080246e-15 2.332240e-79 7.337305e-225 0.000000e+00
2.084e+04 1.000000e+00 2.439301e-15 2.782115e-78 1.884473e-222 0.000000e+00
2.165e+04 1.000000e+00 3.039677e-16 2.327490e-81 8.461945e-230 0.000000e+00
2.245e+04 1.000000e+00 5.191562e-16 2.640069e-80 6.018079e-227 0.000000e+00
2.325e+04 1.000000e+00 1.571224e-15 1.174117e-78 5.359284e-223 0.000000e+00
2.405e+04 1.000000e+00 4.732761e-15 3.315102e-77 9.264706e-220 0.000000e+00
2.487e+04 1.000000e+00 1.578801e-14 1.352861e-75 3.962871e-216 0.000000e+00
2.570e+04 1.000000e+00 1.139971e-14 8.228425e-76 2.619455e-216 0.000000e+00
2.659e+04 1.000000e+00 3.948679e-14 2.188234e-74 1.993434e-213 0.000000e+00
2.764e+04 1.000000e+00 1.300613e-13 1.050688e-72 1.631179e-209 0.000000e+00
2.899e+04 1.000000e+00 3.058232e-13 2.459304e-71 4.128389e-206 0.000000e+00
3.065e+04 9.999999e-01 9.249738e-08 6.292440e-52 8.162640e-159 0.000000e+00
3.252e+04 1.000000e+00 2.239872e-09 9.875311e-59 1.035189e-176 0.000000e+00
3.446e+04 1.000000e+00 1.708541e-11 9.186002e-66 2.805896e-193 0.000000e+00
3.637e+04 1.000000e+00 1.589135e-12 7.207834e-69 3.514825e-200 0.000000e+00
3.815e+04 1.000000e+00 5.436021e-14 1.088146e-73 1.763894e-211 0.000000e+00
3.975e+04 1.000000e+00 5.762604e-15 4.702680e-77 1.423480e-219 0.000000e+00
4.117e+04 1.000000e+00 1.122379e-15 1.688317e-79 1.911514e-225 0.000000e+00
4.247e+04 1.000000e+00 1.698501e-15 6.579284e-79 4.619127e-224 0.000000e+00
4.369e+04 1.000000e+00 1.258052e-14 4.710274e-76 2.232846e-217 0.000000e+00
4.488e+04 1.000000e+00 1.038897e-14 2.512896e-76 5.128528e-218 0.000000e+00
4.608e+04 1.000000e+00 4.184475e-14 2.433766e-74 2.290082e-213 0.000000e+00
4.729e+04 1.000000e+00 2.034733e-14 2.282777e-75 8.986164e-216 0.000000e+00
4.852e+04 1.000000e+00 1.094562e-13 5.713349e-73 3.702791e-210 0.000000e+00
4.975e+04 1.000000e+00 1.001530e-13 4.268564e-73 1.871272e-210 0.000000e+00
5.101e+04 1.000000e+00 1.342395e-14 5.828449e-76 3.676528e-217 0.000000e+00
5.229e+04 1.000000e+00 1.436695e-14 7.283430e-76 6.194842e-217 0.000000e+00
5.360e+04 1.000000e+00 2.128572e-14 2.646890e-75 1.270714e-215 0.000000e+00
5.492e+04 1.000000e+00 8.244457e-16 6.131508e-80 1.783838e-226 0.000000e+00
5.627e+04 1.000000e+00 3.226784e-16 2.817959e-81 1.315641e-229 0.000000e+00
5.762e+04 1.000000e+00 1.057028e-16 7.217776e-83 2.467247e-233 0.000000e+00
5.899e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026759e-239 0.000000e+00
6.034e+04 1.000000e+00 2.241456e-17 4.430627e-85 1.629899e-238 0.000000e+00
6.168e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.297e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.422e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.539e+04 1.000000e+00 1.872196e-17 2.453082e-85 4.081858e-239 0.000000e+00
6.646e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.742e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.826e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.896e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.948e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.976e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.989e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.995e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
6.998e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
7.000e+04 1.000000e+00 1.868891e-17 2.438888e-85 4.026760e-239 0.000000e+00
#TIME: 178.574676
#NVEL: 114
#vel_mid[km/s] Ni0 Ni1 Ni2 Ni3 Ni4
4.401e+02 9.999629e-01 3.708639e-05 2.201361e-34 6.113744e-106 1.059757e-227
8.862e+02 9.999827e-01 1.728173e-05 9.125315e-36 1.459146e-109 6.156219e-235
9.061e+02 9.999758e-01 2.421242e-05 3.729811e-35 5.849359e-108 9.827008e-232
9.444e+02 9.999760e-01 2.399114e-05 3.589697e-35 5.290905e-108 8.041929e-232
9.991e+02 9.999725e-01 2.753748e-05 6.377461e-35 2.385020e-107 1.628335e-230
1.061e+03 9.999611e-01 3.888239e-05 2.679528e-34 1.022652e-105 2.959996e-227
1.126e+03 9.999772e-01 2.275041e-05 2.878192e-35 2.967319e-108 2.533975e-232
1.194e+03 9.999718e-01 2.816955e-05 7.033440e-35 3.093021e-107 2.745223e-230
1.267e+03 9.999711e-01 2.888987e-05 7.866026e-35 4.175046e-107 5.028873e-230
1.345e+03 9.999734e-01 2.664428e-05 5.556146e-35 1.661224e-107 7.903553e-231
1.427e+03 9.999624e-01 3.762738e-05 2.156082e-34 5.324102e-106 7.461675e-228
1.514e+03 9.999440e-01 5.598713e-05 9.339886e-34 2.036884e-104 9.088259e-225
1.607e+03 9.999331e-01 6.685284e-05 1.550857e-33 6.050465e-104 6.460883e-224
1.705e+03 9.998975e-01 1.024768e-04 7.377626e-33 2.867245e-102 1.173528e-220
1.809e+03 9.998862e-01 1.138295e-04 9.236146e-33 4.143984e-102 2.013173e-220
1.919e+03 9.998225e-01 1.774694e-04 4.374763e-32 1.796902e-100 2.858119e-217
2.037e+03 9.997605e-01 2.394841e-04 1.098267e-31 1.427041e-99 1.325886e-215
2.161e+03 9.996911e-01 3.089001e-04 2.191786e-31 5.952291e-99 1.636045e-214
2.293e+03 9.995467e-01 4.533041e-04 6.926219e-31 7.635798e-98 1.772220e-212
2.433e+03 9.993841e-01 6.158557e-04 1.610409e-30 4.449872e-97 4.022333e-211
2.582e+03 9.992791e-01 7.209252e-04 2.215067e-30 7.235282e-97 7.785145e-211
2.739e+03 9.991792e-01 8.207848e-04 3.000127e-30 1.253422e-96 1.875672e-210
2.907e+03 9.991215e-01 8.785436e-04 3.477583e-30 1.603919e-96 2.709110e-210
3.084e+03 9.992318e-01 7.682090e-04 1.973362e-30 3.607635e-97 1.366641e-211
3.273e+03 9.994326e-01 5.673764e-04 6.618051e-31 2.458332e-98 7.473532e-214
3.472e+03 9.996936e-01 3.064110e-04 8.861742e-32 2.253750e-100 1.060731e-217
3.685e+03 9.999045e-01 9.548020e-05 2.217497e-33 4.813320e-104 1.450515e-224
3.910e+03 9.999685e-01 3.147862e-05 6.624101e-35 1.540014e-107 4.215535e-231
4.148e+03 9.999862e-01 1.379772e-05 4.800807e-36 3.682899e-110 5.166013e-236
4.402e+03 9.999927e-01 7.252879e-06 5.990082e-37 2.930596e-112 5.740286e-240
4.671e+03 9.999950e-01 4.962376e-06 1.533887e-37 1.036159e-113 8.850904e-243
4.956e+03 9.999958e-01 4.156019e-06 6.374698e-38 8.995961e-115 5.906120e-245
5.259e+03 9.999968e-01 3.152207e-06 1.650044e-38 2.122789e-116 2.762883e-248
5.580e+03 9.999973e-01 2.711573e-06 6.986135e-39 1.758020e-117 1.540332e-250
5.921e+03 9.999975e-01 2.518816e-06 4.103319e-39 3.457366e-118 4.864120e-252
6.282e+03 9.999981e-01 1.890156e-06 1.178265e-39 1.248073e-119 6.096262e-255
6.666e+03 9.999989e-01 1.149432e-06 1.712113e-40 9.254695e-122 3.871950e-259
7.074e+03 9.999994e-01 6.203183e-07 1.632396e-41 2.462247e-124 3.403876e-264
7.506e+03 9.999997e-01 3.190309e-07 1.234433e-42 3.457155e-127 8.110914e-270
7.964e+03 9.999999e-01 1.426781e-07 5.338803e-44 1.150987e-130 1.114217e-276
